breakdown,classification,community,dist_euc,dist_fake,distribution_type,formhub_photo_id,functional,gps,is_improved,lga,lga_id,lga_orig,lga_valid,lift_mechanism,pay_for_water_yn,photo,sector,state,unique_lga,uuid,ward,water_point_type,water_scheme_type,water_source_type,x_id,zone
Functional,tap,Igbedi,,,"Water Scheme, Source further than 1km",1342448615279.jpg,Yes,5.02232727 6.20374107 43.599998474121094 5.0,True,Kolokuma,437,437,437.0,Tap (unknown lift),No,1342448615279.jpg,water,Bayelsa,bayelsa_kolokuma,62322fcf-d52e-4881-b302-61bdee2dff99,11,Tap,outlet,,62322fcf-d52e-4881-b302-61bdee2dff99,South-South
,ten_thousand_overhead,Kalama,,,Stand Alone Water Point,1342259411314.jpg,Don't Know,5.11753276 6.30375197 24.200000762939453 5.0,True,Kolokuma,437,437,437.0,,Don't Know,1342259411314.jpg,water,Bayelsa,bayelsa_kolokuma,671dbed5-d6c8-40d5-84a8-e2e6a373b39d,4,"Overhead Tank (10,000)",water_source,dk,671dbed5-d6c8-40d5-84a8-e2e6a373b39d,South-South
Functional,tap,Sabagreia,,,"Water Scheme, Source within 100m",1342366228811.jpg,Yes,5.03577607 6.24505085 35.5 5.0,True,Kolokuma,437,437,437.0,Tap (unknown lift),No,1342366228811.jpg,water,Bayelsa,bayelsa_kolokuma,4f571dff-d2b9-4fb2-9adc-45dad44d6c94,9,Tap,outlet,,4f571dff-d2b9-4fb2-9adc-45dad44d6c94,South-South
Mechanical Issue,handpump,Igbedi,,,"Water Scheme, Source within 100m",1342448032549.jpg,No,5.02343083 6.20457482 25.5 5.0,True,Kolokuma,437,437,437.0,Hand Pump,No,1342448032549.jpg,water,Bayelsa,bayelsa_kolokuma,ea00b2b5-bad4-41f6-905f-98a4bbf64fd8,11,Handpump,outlet,,ea00b2b5-bad4-41f6-905f-98a4bbf64fd8,South-South
Functional,one_thousand_overhead,Igbainwari,,,"Water Scheme, Source within 100m",1342527905323.jpg,Yes,5.07495047 6.27168289 34.099998474121094 5.0,True,Kolokuma,437,437,437.0,Tap (unknown lift),No,1342527905323.jpg,water,Bayelsa,bayelsa_kolokuma,9d088a50-f78e-473e-a624-44ab4917a9c0,7,"Overhead Tank (1,000)",outlet,,9d088a50-f78e-473e-a624-44ab4917a9c0,South-South
Poorly Constructed,tap,Igbedi,,,"Water Scheme, Source further than 1km",1342456450793.jpg,No,5.02388467 6.20358283 26.200000762939453 5.0,True,Kolokuma,437,437,437.0,Tap (unknown lift),No,1342456450793.jpg,water,Bayelsa,bayelsa_kolokuma,46416b17-501f-4c0e-bb32-19c110bea540,11,Tap,outlet,,46416b17-501f-4c0e-bb32-19c110bea540,South-South
,ten_thousand_overhead,Sampou,,,Stand Alone Water Point,1342435420173.jpg,Don't Know,5.1440132 6.3515876 25.799999237060547 5.0,True,Kolokuma,437,437,437.0,,Don't Know,1342435420173.jpg,water,Bayelsa,bayelsa_kolokuma,ac47c0b8-c612-4df4-9d0e-62f63fda9c01,6,"Overhead Tank (10,000)",water_source,dk,ac47c0b8-c612-4df4-9d0e-62f63fda9c01,South-South
,tap,Kaiama,,,,1342529357039.jpg,Don't Know,5.07932649 6.26309759 45.900001525878906 5.0,True,Kolokuma,437,437,437.0,Tap (unknown lift),Don't Know,1342529357039.jpg,water,Bayelsa,bayelsa_kolokuma,db4eb5a0-f57d-4138-9648-5166c893635b,5,Tap,outlet,,db4eb5a0-f57d-4138-9648-5166c893635b,South-South
Functional,one_thousand_overhead,Ayibabiri,,,"Water Scheme, Source within 100m",1342272435490.jpg,Yes,5.08133717 6.25399135 26.799999237060547 5.0,True,Kolokuma,437,437,437.0,Tap (unknown lift),Yes,1342272435490.jpg,water,Bayelsa,bayelsa_kolokuma,c513a196-37b6-4828-b3ed-b68c73797497,8 Southern Opokuma,"Overhead Tank (1,000)",outlet,,c513a196-37b6-4828-b3ed-b68c73797497,South-South
Poorly Constructed,ten_thousand_overhead,Sabagreia,,,"Water Scheme, Source within 100m",1342360485065.jpg,No,5.03783669 6.24691435 23.899999618530273 5.0,True,Kolokuma,437,437,437.0,Tap (unknown lift),Don't Know,1342360485065.jpg,water,Bayelsa,bayelsa_kolokuma,51fc7ba3-fe70-49a8-9031-f365e44196c5,9,"Overhead Tank (10,000)",outlet,,51fc7ba3-fe70-49a8-9031-f365e44196c5,South-South
Functional,one_thousand_overhead,Okoloba,,,"Water Scheme, Source within 100m",1342357330131.jpg,Yes,5.04190722 6.2433007 10.399999618530273 5.0,True,Kolokuma,437,437,437.0,Tap (unknown lift),No,1342357330131.jpg,water,Bayelsa,bayelsa_kolokuma,0d393eb5-a9b5-45d8-b3b9-4516e46323e8,10,"Overhead Tank (1,000)",outlet,,0d393eb5-a9b5-45d8-b3b9-4516e46323e8,South-South
