breakdown,classification,community,dist_euc,dist_fake,distribution_type,formhub_photo_id,functional,gps,is_improved,lga,lga_id,lga_orig,lga_valid,lift_mechanism,pay_for_water_yn,photo,sector,state,unique_lga,uuid,ward,water_point_type,water_scheme_type,water_source_type,x_id,zone
Mechanical Issue,,Obianga,,,Stand Alone Water Point,1346071454394.jpg,No,4.48492705821991 7.610870003700256 18.0 4.0,True,Eastern-Obolo,167,167,167.0,,No,1346071454394.jpg,water,Akwa Ibom,akwa_ibom_eastern_obolo,9da44df6-b7b3-4d6e-8de3-0c6337bf9437,Ward 6,Borehole,water_source,borehole_tube_well,9da44df6-b7b3-4d6e-8de3-0c6337bf9437,South-South
Functional,,Agasa-Emereoke,,,Stand Alone Water Point,1345906803753.jpg,Yes,4.504464268684387 7.663693428039551 17.0 4.0,False,Eastern-Obolo,167,167,167.0,,No,1345906803753.jpg,water,Akwa Ibom,akwa_ibom_eastern_obolo,c1475120-dfc9-4412-9540-475171ff3830,5,Untreated Surface Water,water_source,dam,c1475120-dfc9-4412-9540-475171ff3830,South-South
Functional,,Emereoke2,,,Stand Alone Water Point,1345902675958.jpg,Yes,4.50452624 7.67151548 30.299999237060547 5.0,False,Eastern-Obolo,167,167,167.0,,No,1345902675958.jpg,water,Akwa Ibom,akwa_ibom_eastern_obolo,8421f45f-bf41-4c9a-8d77-90da03923eee,5,Unprotected Spring,water_source,developed_protected_spring_water,8421f45f-bf41-4c9a-8d77-90da03923eee,South-South
Poorly Constructed,,kampa,,,Stand Alone Water Point,1345900642316.jpg,No,4.524698853492737 7.689034938812256 40.0 4.0,True,Eastern-Obolo,167,167,167.0,,No,1345900642316.jpg,water,Akwa Ibom,akwa_ibom_eastern_obolo,78d75109-5661-4b98-b2bc-c0f369ca3cd8,9,Borehole,water_source,borehole_tube_well,78d75109-5661-4b98-b2bc-c0f369ca3cd8,South-South
Poorly Constructed,,Iko Town,,,,1341979842502.jpg,No,4.523502588272095 7.755618095397949 34.0 4.0,False,Eastern-Obolo,167,167,167.0,,No,1341979842502.jpg,water,Akwa Ibom,akwa_ibom_eastern_obolo,58077a20-6aea-4a39-9eef-d67d65f94aae,ward 8,Don't Know,dk,,58077a20-6aea-4a39-9eef-d67d65f94aae,South-South
Don't Know,,Iko Town,,,,1341978807304.jpg,No,4.5276278257369995 7.755146026611328 35.0 4.0,False,Eastern-Obolo,167,167,167.0,,No,1341978807304.jpg,water,Akwa Ibom,akwa_ibom_eastern_obolo,db73d84a-7d9a-4ccc-ab4b-58f4fbb88e6a,ward 8,Don't Know,dk,,db73d84a-7d9a-4ccc-ab4b-58f4fbb88e6a,South-South
Poorly Constructed,,Iko Town,,,Stand Alone Water Point,1346243377783.jpg,No,4.526297450065613 7.762484550476074 41.0 3.0,True,Eastern-Obolo,167,167,167.0,,Don't Know,1346243377783.jpg,water,Akwa Ibom,akwa_ibom_eastern_obolo,6bd21246-cd90-4407-ae43-a00bed9c6562,ward 8,Borehole,water_source,borehole_tube_well,6bd21246-cd90-4407-ae43-a00bed9c6562,South-South
Functional,,Okoroete,,,,1345805993086.jpg,Yes,4.53905387 7.74357414 19.899999618530273 5.0,False,Eastern-Obolo,167,167,167.0,,No,1345805993086.jpg,water,Akwa Ibom,akwa_ibom_eastern_obolo,c5381634-d28c-4f70-a99d-46ad92a2449f,1,Don't Know,dk,,c5381634-d28c-4f70-a99d-46ad92a2449f,South-South
Poor Water Quality,,Obianga,,,Stand Alone Water Point,1346072074382.jpg,No,4.484192132949829 7.609915137290955 21.0 4.0,True,Eastern-Obolo,167,167,167.0,,No,1346072074382.jpg,water,Akwa Ibom,akwa_ibom_eastern_obolo,ac39c529-04e8-41c2-bffc-03f949cf2473,Ward 6,Borehole,water_source,borehole_tube_well,ac39c529-04e8-41c2-bffc-03f949cf2473,South-South
Poor Water Quality,,Okoroinyong,,,Stand Alone Water Point,1346076731028.jpg,No,4.52203297 7.61896472 45.099998474121094 5.0,False,Eastern-Obolo,167,167,167.0,,No,1346076731028.jpg,water,Akwa Ibom,akwa_ibom_eastern_obolo,c9113338-3d4f-4be9-b88b-750798ed2005,7,Unprotected Spring,water_source,developed_protected_spring_water,c9113338-3d4f-4be9-b88b-750798ed2005,South-South
Dry Well,,Okoroete,,,,1341973807906.jpg,No,4.541650414466858 7.7492934465408325 22.0 4.0,False,Eastern-Obolo,167,167,167.0,,No,1341973807906.jpg,water,Akwa Ibom,akwa_ibom_eastern_obolo,8bab3dc2-54c2-4e14-9404-c51e2221dd7d,ward 1,Don't Know,dk,,8bab3dc2-54c2-4e14-9404-c51e2221dd7d,South-South
Under Construction,,Emereoke 2,,,"Water Scheme, Source within 100m",1345902698464.jpg,No,4.502672553062439 7.668607234954834 6.0 4.0,True,Eastern-Obolo,167,167,167.0,Tap (unknown lift),Don't Know,1345902698464.jpg,water,Akwa Ibom,akwa_ibom_eastern_obolo,e9c05eb1-adea-407f-acbd-0023fc21e460,ward 5,Tap,outlet,,e9c05eb1-adea-407f-acbd-0023fc21e460,South-South
Poor Water Quality,,Okoronbokho,,,"Water Scheme, Source within 100m",1345808231000.jpg,No,4.536226987838745 7.752667665481567 17.0 4.0,True,Eastern-Obolo,167,167,167.0,Tap (unknown lift),No,1345808231000.jpg,water,Akwa Ibom,akwa_ibom_eastern_obolo,4adb41d7-bade-479e-8aaa-4bc2835a1666,Ward 2,Tap,outlet,,4adb41d7-bade-479e-8aaa-4bc2835a1666,South-South
Poor Water Quality,,Elekpo,,,Stand Alone Water Point,1346080904107.jpg,No,4.50859023 7.73144683 19.0 5.0,False,Eastern-Obolo,167,167,167.0,,No,1346080904107.jpg,water,Akwa Ibom,akwa_ibom_eastern_obolo,a9d4d00e-baf4-4a69-896a-10bf689072d7,4,Unimproved Well,water_source,unprotected_dug_well,a9d4d00e-baf4-4a69-896a-10bf689072d7,South-South
Functional,,Okoroete,,,Stand Alone Water Point,1345806549323.jpg,Yes,4.540400505065918 7.746825814247131 17.0 4.0,False,Eastern-Obolo,167,167,167.0,,No,1345806549323.jpg,water,Akwa Ibom,akwa_ibom_eastern_obolo,23ffe78c-edbd-4612-8cc5-0f8e96556f6c,Ward 1,Unprotected Spring,water_source,developed_protected_spring_water,23ffe78c-edbd-4612-8cc5-0f8e96556f6c,South-South
