"","X","X_id","uuid","lga","state","zone","X_lga_id","gps","formhub_photo_id","unique_lga","photo","water_point_type","Classification","water_source_type","water_scheme_type","community","ward","is_improved","lift_mechanism","functional","breakdown","pay_for_water_yn","distribution_type"
"92377",92377,"d3991c50-e7b6-40d9-8284-fac04d3f7ca1","d3991c50-e7b6-40d9-8284-fac04d3f7ca1","Ovia North East","Edo","South-South",627,"6.24375307 5.3927826 64.5999984741211 5.0","1338198290016.jpg","edo_ovia_north_east","1338198290016.jpg","Tap",NA,NA,"outlet","Eghudu","Ward 11","Yes","Tap (unknown lift)","No","Mechanical Issue","No","Water Scheme, Source within 100m"
"92378",92378,"caac3758-cab4-4aa8-b58f-b0c61527dc6c","caac3758-cab4-4aa8-b58f-b0c61527dc6c","Ovia North East","Edo","South-South",627,"6.52502405 5.63790051 164.5 5.0","1338042543533.jpg","edo_ovia_north_east","1338042543533.jpg","Tap",NA,NA,"outlet","UWAN","8","Yes","Tap (unknown lift)","Yes","Functional","Yes","Water Scheme, Source within 100m"
"92379",92379,"6f2647ea-c5bf-4d08-842b-cf6381047e63","6f2647ea-c5bf-4d08-842b-cf6381047e63","Ovia North East","Edo","South-South",627,"6.34719783 5.5280727 106.69999694824219 5.0","1338046300318.jpg","edo_ovia_north_east","1338046300318.jpg","Tap",NA,NA,"outlet","Iguo ogie","Ward 10","Yes","Tap (unknown lift)","Yes","Functional","No","Water Scheme, Source within 100m"
"92380",92380,"ea7f681b-5b22-4806-ad23-15405fc23a1f","ea7f681b-5b22-4806-ad23-15405fc23a1f","Ovia North East","Edo","South-South",627,"6.56905208 5.49584021 156.8000030517578 5.0","1338123473797.jpg","edo_ovia_north_east","1338123473797.jpg","Tap",NA,NA,"outlet","Iguiye","Okadaeast ward. 2","Yes","Tap (unknown lift)","Yes","Functional","Yes","Water Scheme, Source within 100m"
"92381",92381,"08bb77b1-a1d0-4981-bd1c-7a48c47248f9","08bb77b1-a1d0-4981-bd1c-7a48c47248f9","Ovia North East","Edo","South-South",627,"6.76750763 5.54070872 129.8000030517578 5.0","1337953316848.jpg","edo_ovia_north_east","1337953316848.jpg","Tap",NA,NA,"outlet","UHEN ","3","Yes","Tap (unknown lift)","Yes","Functional","No","Water Scheme, Source within 1km"
"92382",92382,"0d5a56a2-664f-4134-8684-c3a2744fec4c","0d5a56a2-664f-4134-8684-c3a2744fec4c","Ovia North East","Edo","South-South",627,"6.6070447 5.41912634 146.89999389648438 5.0","1338053743968.jpg","edo_ovia_north_east","1338053743968.jpg","Tap",NA,NA,"outlet","Isiuwa","Okada ward2","Yes","Tap (unknown lift)","No","Don't Know","Don't Know","Water Scheme, Source within 100m"
"92383",92383,"d1c6bff0-bafb-4959-9ba8-e432b0e3196e","d1c6bff0-bafb-4959-9ba8-e432b0e3196e","Ovia North East","Edo","South-South",627,"6.65833624 5.57516439 65.9000015258789 5.0","1338383843658.jpg","edo_ovia_north_east","1338383843658.jpg","Tap",NA,NA,"outlet","Ugbokuli","9","Yes","Tap (unknown lift)","Yes","Functional","Yes","Water Scheme, Source within 100m"
"92384",92384,"c111d79b-9911-48fd-ab2c-3e034acc5361","c111d79b-9911-48fd-ab2c-3e034acc5361","Ovia North East","Edo","South-South",627,"6.73550502 5.40071584 94.4000015258789 5.0","1338042213835.jpg","edo_ovia_north_east","1338042213835.jpg","Tap",NA,NA,"outlet","Okada community","Okada west ward 1","Yes","Tap (unknown lift)","No","Don't Know","Don't Know","Water Scheme, Source within 100m"
"92385",92385,"572e7037-4239-4400-b362-dc4930b343a3","572e7037-4239-4400-b362-dc4930b343a3","Ovia North East","Edo","South-South",627,"6.41302202 5.53695493 126.5 5.0","1338297324484.jpg","edo_ovia_north_east","1338297324484.jpg","Don't Know",NA,NA,"dk","Obagie","12","No",NA,"No","Don't Know","Don't Know",NA
"92386",92386,"27771efd-6309-4f13-9202-abe5a8b7905e","27771efd-6309-4f13-9202-abe5a8b7905e","Ovia North East","Edo","South-South",627,"6.28047811 5.44631936 33.900001525878906 5.0","1337951757347.jpg","edo_ovia_north_east","1337951757347.jpg","Tap",NA,NA,"outlet","Ikoro","Ward 10","Yes","Tap (unknown lift)","Yes","Functional","No","Water Scheme, Source within 100m"
"92387",92387,"0c0c4ce2-c098-4024-a0f3-040071e1797a","0c0c4ce2-c098-4024-a0f3-040071e1797a","Ovia North East","Edo","South-South",627,"6.18272603 5.38521287 50.099998474121094 5.0","1338130243326.jpg","edo_ovia_north_east","1338130243326.jpg","Tap",NA,NA,"outlet","Ikpako","Ward 11","Yes","Tap (unknown lift)","No","Under Construction","Don't Know","Water Scheme, Source within 100m"
"92388",92388,"4daa04bc-559f-4ed0-a5c9-69b0f9a0e179","4daa04bc-559f-4ed0-a5c9-69b0f9a0e179","Ovia North East","Edo","South-South",627,"6.63909105 5.76329034 292.29998779296875 5.0","1337958948899.jpg","edo_ovia_north_east","1337958948899.jpg","Unimproved Rainwater Harvesting System",NA,"rainwater_harvesting_scheme","water_source","Odighi","7","No","Manual","Yes","Functional","Yes","Stand Alone Water Point"
"92389",92389,"9def8d09-4bba-4692-8c20-aba8ec9e5130","9def8d09-4bba-4692-8c20-aba8ec9e5130","Ovia North East","Edo","South-South",627,"6.46769308 5.48299455 92.9000015258789 5.0","1338292428105.jpg","edo_ovia_north_east","1338292428105.jpg","Tap",NA,NA,"outlet","Obayontor","12","Yes","Tap (unknown lift)","Yes","Functional","No","Water Scheme, Source within 100m"
"92390",92390,"fe6763de-a6d9-4443-b412-4bdb2c5607a7","fe6763de-a6d9-4443-b412-4bdb2c5607a7","Ovia North East","Edo","South-South",627,"6.34719783 5.5280727 106.69999694824219 5.0","1338046300318.jpg","edo_ovia_north_east","1338046300318.jpg","Tap",NA,NA,"outlet","Iguo ogie","Ward 10","Yes","Tap (unknown lift)","Yes","Functional","No","Water Scheme, Source within 100m"
"92391",92391,"4a933273-71db-4a0d-b121-dc7de15af523","4a933273-71db-4a0d-b121-dc7de15af523","Ovia North East","Edo","South-South",627,"6.2750474 5.5203006 72.30000305175781 5.0","1337965182691.jpg","edo_ovia_north_east","1337965182691.jpg","Tap",NA,NA,"outlet","Igo","Ward 10","Yes","Tap (unknown lift)","Yes","Functional","Yes","Water Scheme, Source within 100m"
"92392",92392,"3f18c786-5d61-42e4-9848-86bd805e6c21","3f18c786-5d61-42e4-9848-86bd805e6c21","Ovia North East","Edo","South-South",627,"6.60907349 5.46332226 180.89999389648438 5.0","1338120439280.jpg","edo_ovia_north_east","1338120439280.jpg","Tap",NA,NA,"outlet","Ugbokun","Okada east ward 2","Yes","Tap (unknown lift)","No","Poorly Constructed","Don't Know","Water Scheme, Source within 100m"
"92393",92393,"231e9d8b-ae85-43cb-8a1d-cdc7d32bb3c1","231e9d8b-ae85-43cb-8a1d-cdc7d32bb3c1","Ovia North East","Edo","South-South",627,"6.47713866 5.58686751 159.39999389648438 5.0","1338051481994.jpg","edo_ovia_north_east","1338051481994.jpg","Tap",NA,NA,"outlet","Ovbogie","4","Yes","Tap (unknown lift)","Yes","Functional","No","Water Scheme, Source within 100m"
"92394",92394,"c488dc0a-8b04-487b-9ed4-d80898e5f451","c488dc0a-8b04-487b-9ed4-d80898e5f451","Ovia North East","Edo","South-South",627,"6.31876495 5.51728326 89.69999694824219 5.0","1338039579304.jpg","edo_ovia_north_east","1338039579304.jpg","Tap",NA,NA,"outlet","Obareti","Ward 10","Yes","Tap (unknown lift)","No","Mechanical Issue","No","Water Scheme, Source within 100m"
"92395",92395,"60b1d1ef-6bc8-4b28-a264-fd40ff8bab02","60b1d1ef-6bc8-4b28-a264-fd40ff8bab02","Ovia North East","Edo","South-South",627,"6.21754149 5.43918472 43.79999923706055 5.0","1338138428715.jpg","edo_ovia_north_east","1338138428715.jpg","Tap",NA,NA,"outlet","Uduna","Ward 11","Yes","Tap (unknown lift)","Yes","Functional","No","Water Scheme, Source within 100m"
"92396",92396,"5608374c-adf3-4284-aa58-e65fec644617","5608374c-adf3-4284-aa58-e65fec644617","Ovia North East","Edo","South-South",627,"6.16559145 5.3633311 30.200000762939453 5.0","1338119478652.jpg","edo_ovia_north_east","1338119478652.jpg","Tap",NA,NA,"outlet","Ughonton","Ward 11","Yes","Tap (unknown lift)","No","Mechanical Issue","No","Water Scheme, Source within 100m"
"92397",92397,"7a1d62f0-cbb9-4d38-baf2-36e28c4dc802","7a1d62f0-cbb9-4d38-baf2-36e28c4dc802","Ovia North East","Edo","South-South",627,"6.73141386 5.38638189 92.69999694824219 5.0","1338040456836.jpg","edo_ovia_north_east","1338040456836.jpg","Tap",NA,NA,"outlet","Okada","1","Yes","Tap (unknown lift)","Yes","Functional","No","Water Scheme, Source within 1km"
"92398",92398,"3f62e6c8-09e4-43b9-b455-4c72acba7271","3f62e6c8-09e4-43b9-b455-4c72acba7271","Ovia North East","Edo","South-South",627,"6.31232699 5.50731523 84.4000015258789 5.0","1338036382470.jpg","edo_ovia_north_east","1338036382470.jpg","Tap",NA,NA,"outlet","Ovboro 1","Ward 10","Yes","Tap (unknown lift)","Yes","Functional","No","Water Scheme, Source within 1km"
"92399",92399,"8c69842b-2137-47d8-b164-9a1caa381c9c","8c69842b-2137-47d8-b164-9a1caa381c9c","Ovia North East","Edo","South-South",627,"6.46370839 5.52346748 139.8000030517578 5.0","1338288830895.jpg","edo_ovia_north_east","1338288830895.jpg","Tap",NA,NA,"outlet","IYEKEZE","12","Yes","Tap (unknown lift)","No","Under Construction","No","Water Scheme, Source within 1km"
"92400",92400,"fea181b3-87e8-43b1-b402-171d6ca122a7","fea181b3-87e8-43b1-b402-171d6ca122a7","Ovia North East","Edo","South-South",627,"6.62081644 5.4573199 157.60000610351563 5.0","1338114520437.jpg","edo_ovia_north_east","1338114520437.jpg","Tap",NA,NA,"outlet","Oghobahon","Okada ward2","Yes","Tap (unknown lift)","No","Mechanical Issue","No","Water Scheme, Source within 100m"
"92401",92401,"14f7d369-e22d-46f4-afb9-c0c9ba750dfd","14f7d369-e22d-46f4-afb9-c0c9ba750dfd","Ovia North East","Edo","South-South",627,"6.30194462 5.54997104 79.69999694824219 5.0","1338037227925.jpg","edo_ovia_north_east","1338037227925.jpg","Tap",NA,NA,"outlet","Agoivbigie","Ward 10","Yes","Tap (unknown lift)","Yes","Functional","Yes","Water Scheme, Source within 100m"
"92402",92402,"6bfd1df0-74f8-4c35-bad5-360dee1e3313","6bfd1df0-74f8-4c35-bad5-360dee1e3313","Ovia North East","Edo","South-South",627,"6.76505334 5.53694614 117.30000305175781 5.0","1337956987566.jpg","edo_ovia_north_east","1337956987566.jpg","Tap",NA,NA,"outlet","UHEN","3","Yes","Tap (unknown lift)","No","Mechanical Issue","No","Water Scheme, Source within 1km"
"92403",92403,"2b2fa8f5-812d-45a6-a21e-ce2e987c4866","2b2fa8f5-812d-45a6-a21e-ce2e987c4866","Ovia North East","Edo","South-South",627,"6.60500565 5.42144276 180.5 5.0","1338054506489.jpg","edo_ovia_north_east","1338054506489.jpg","Tap",NA,NA,"outlet","Isiuwa village","Okada ward 2","Yes","Tap (unknown lift)","No","Poor Water Quality","No","Water Scheme, Source within 100m"
"92404",92404,"7716c905-1b67-4a8f-828a-49f757a9b789","7716c905-1b67-4a8f-828a-49f757a9b789","Ovia North East","Edo","South-South",627,"6.41284166 5.62772671 114.80000305175781 5.0","1338106654208.jpg","edo_ovia_north_east","1338106654208.jpg","Tap",NA,NA,"outlet","Ekosodin","6","Yes","Tap (unknown lift)","Yes","Functional","No","Water Scheme, Source within 100m"
"92405",92405,"42552766-ff8f-4c56-ba25-2afd0ea3bb7b","42552766-ff8f-4c56-ba25-2afd0ea3bb7b","Ovia North East","Edo","South-South",627,"6.7890612 5.50530434 166.5 5.0","1337946022200.jpg","edo_ovia_north_east","1337946022200.jpg","Tap",NA,NA,"outlet","Utese","3","Yes","Tap (unknown lift)","No","Mechanical Issue","No","Water Scheme, Source within 100m"
"92406",92406,"60754486-eebd-42af-b008-9fe9b3c4ecd0","60754486-eebd-42af-b008-9fe9b3c4ecd0","Ovia North East","Edo","South-South",627,"6.73712196 5.39478904 94.69999694824219 5.0","1338039457350.jpg","edo_ovia_north_east","1338039457350.jpg","Tap",NA,NA,"outlet","Okada","1","Yes","Tap (unknown lift)","No","Mechanical Issue","No","Water Scheme, Source within 1km"
"92407",92407,"8191cfd8-b779-47ec-bcfe-6a173ac0bb15","8191cfd8-b779-47ec-bcfe-6a173ac0bb15","Ovia North East","Edo","South-South",627,"6.31381547 5.50414843 85.0999984741211 5.0","1338041359412.jpg","edo_ovia_north_east","1338041359412.jpg","Tap",NA,NA,"outlet","Evboro","Ward 10","Yes","Tap (unknown lift)","Yes","Functional","Yes","Water Scheme, Source within 100m"
"92408",92408,"d7e109f9-f291-4156-9306-fab7df03ce16","d7e109f9-f291-4156-9306-fab7df03ce16","Ovia North East","Edo","South-South",627,"6.15396639 5.3447941 38.20000076293945 5.0","1338116352470.jpg","edo_ovia_north_east","1338116352470.jpg","Tap",NA,NA,"outlet","Gelegele","Ward 11","Yes","Tap (unknown lift)","No","Mechanical Issue","No","Water Scheme, Source within 100m"
"92409",92409,"79617b67-4858-4691-91bb-58e7ab853423","79617b67-4858-4691-91bb-58e7ab853423","Ovia North East","Edo","South-South",627,"6.58703329 5.60054952 129.5 5.0","1338390399736.jpg","edo_ovia_north_east","1338390399736.jpg","Tap",NA,NA,"outlet","OKOKHUO","9","Yes","Tap (unknown lift)","Yes","Functional","No","Water Scheme, Source within 1km"
"92410",92410,"562fbfba-e2cc-4334-b143-2a40888f2316","562fbfba-e2cc-4334-b143-2a40888f2316","Ovia North East","Edo","South-South",627,"6.43272055 5.60188274 156.1999969482422 5.0","1338114083974.jpg","edo_ovia_north_east","1338114083974.jpg","Tap",NA,NA,"outlet","Iduomwina","6","Yes","Tap (unknown lift)","Yes","Functional","Yes","Water Scheme, Source within 100m"
"92411",92411,"145f436a-7a88-413c-93c1-6f2e450fa812","145f436a-7a88-413c-93c1-6f2e450fa812","Ovia North East","Edo","South-South",627,"6.55182893 5.52605711 90.5999984741211 5.0","1338128590827.jpg","edo_ovia_north_east","1338128590827.jpg","Tap",NA,NA,"outlet","Iguowa","Okadaeaat ward2","Yes","Tap (unknown lift)","Yes","Functional","No","Water Scheme, Source within 100m"
"92412",92412,"352ddda9-7d74-401a-9a0a-3ed727adfc5b","352ddda9-7d74-401a-9a0a-3ed727adfc5b","Ovia North East","Edo","South-South",627,"6.18656791 5.37698054 50.599998474121094 5.0","1338121942234.jpg","edo_ovia_north_east","1338121942234.jpg","Tap",NA,NA,"outlet","Ikpako","Ward 11","Yes","Tap (unknown lift)","No","Under Construction","Don't Know","Water Scheme, Source within 100m"
"92413",92413,"222517d1-0bde-4eab-90cf-c2c5ff213b4a","222517d1-0bde-4eab-90cf-c2c5ff213b4a","Ovia North East","Edo","South-South",627,"6.58531711 5.605851 141.39999389648438 5.0","1338392267968.jpg","edo_ovia_north_east","1338392267968.jpg","Tap",NA,NA,"outlet","Okokhuo","9","Yes","Tap (unknown lift)","No","Mechanical Issue","Don't Know","Water Scheme, Source within 100m"
"92414",92414,"fb187b02-acf7-47d2-8587-6834723f6dc3","fb187b02-acf7-47d2-8587-6834723f6dc3","Ovia North East","Edo","South-South",627,"6.42409719 5.55462072 167.1999969482422 5.0","1338299123994.jpg","edo_ovia_north_east","1338299123994.jpg","Tap",NA,NA,"outlet","Iguadolor","Ward 12","Yes","Tap (unknown lift)","Yes","Functional","No","Water Scheme, Source within 100m"
"92415",92415,"f13934f8-e38e-4433-a606-b228ede1dcaf","f13934f8-e38e-4433-a606-b228ede1dcaf","Ovia North East","Edo","South-South",627,"6.27600848 5.52323479 79.0999984741211 5.0","1337967605686.jpg","edo_ovia_north_east","1337967605686.jpg","Tap",NA,NA,"outlet","Igo","Ward 10","Yes","Tap (unknown lift)","Yes","Functional","Yes","Water Scheme, Source within 100m"
"92416",92416,"ab617d3f-0ea1-4478-9af2-9546606c5c53","ab617d3f-0ea1-4478-9af2-9546606c5c53","Ovia North East","Edo","South-South",627,"6.49430975 5.58546096 190.0 5.0","1338047848593.jpg","edo_ovia_north_east","1338047848593.jpg","Tap",NA,NA,"outlet","Ekiadolor","4","Yes","Tap (unknown lift)","Yes","Functional","No","Water Scheme, Source within 100m"
