breakdown,classification,community,dist_euc,dist_fake,distribution_type,formhub_photo_id,functional,gps,is_improved,lga,lga_id,lga_orig,lga_valid,lift_mechanism,pay_for_water_yn,photo,sector,state,unique_lga,uuid,ward,water_point_type,water_scheme_type,water_source_type,x_id,zone
Poor Water Quality,,Ya bo gada,,,Stand Alone Water Point,1343562942178.jpg,No,10.84409164 4.7395514 179.1999969482422 5.0,False,Yauri,761,761,761.0,,No,1343562942178.jpg,water,Kebbi,kebbi_yauri,d487945d-dc80-4568-baed-03ad28fa3a05,Yewanorh,Unprotected Spring,water_source,developed_protected_spring_water,d487945d-dc80-4568-baed-03ad28fa3a05,Northwest
Functional,,GUMGUN / SARKI,,,Stand Alone Water Point,1343466912754.jpg,Yes,10.817005634307861 4.73560094833374 168.0 4.0,True,Yauri,761,761,761.0,Hand Pump,No,1343466912754.jpg,water,Kebbi,kebbi_yauri,9d4b74dd-a54b-4d5f-8541-ed7655eccf81,GUNGUN SARKI,Borehole,water_source,borehole_tube_well,9d4b74dd-a54b-4d5f-8541-ed7655eccf81,Northwest
Functional,,Rikubalo,,,Stand Alone Water Point,1343470104216.jpg,Yes,10.79742338 4.7368791 188.1999969482422 5.0,True,Yauri,761,761,761.0,Electric,No,1343470104216.jpg,water,Kebbi,kebbi_yauri,342156d3-2f7e-4963-9e46-5d585afef037,Gugun Sarki,Borehole,water_source,borehole_tube_well,342156d3-2f7e-4963-9e46-5d585afef037,Northwest
Mechanical Issue,,Yabo,,,"Water Scheme, Source within 100m",1343401955916.jpg,No,10.84328315 4.74233894 189.10000610351563 5.0,True,Yauri,761,761,761.0,Tap (unknown lift),No,1343401955916.jpg,water,Kebbi,kebbi_yauri,ac928530-db73-4c4c-9b49-382eca7bf788,Yelwa Central,Tap,outlet,,ac928530-db73-4c4c-9b49-382eca7bf788,Northwest
Mechanical Issue,,YABO KUKA,,,Stand Alone Water Point,1343400987574.jpg,No,10.854358077049255 4.745026230812073 180.0 4.0,True,Yauri,761,761,761.0,Hand Pump,No,1343400987574.jpg,water,Kebbi,kebbi_yauri,5a5cafc0-e6cb-4b91-a431-38b16346358a,TONDI,Borehole,water_source,borehole_tube_well,5a5cafc0-e6cb-4b91-a431-38b16346358a,Northwest
Under Construction,,HILLA,,,Stand Alone Water Point,1343399393786.jpg,No,10.858016610145569 4.749462604522705 173.0 4.0,True,Yauri,761,761,761.0,Diesel,No,1343399393786.jpg,water,Kebbi,kebbi_yauri,8fca4209-4156-4033-bcbd-f141bbafbc72,TONDI,Borehole,water_source,borehole_tube_well,8fca4209-4156-4033-bcbd-f141bbafbc72,Northwest
Functional,,GUNGU/SARKI,,,Stand Alone Water Point,1343466523283.jpg,Yes,10.819226503372192 4.736078381538391 168.0 4.0,False,Yauri,761,761,761.0,Manual,No,1343466523283.jpg,water,Kebbi,kebbi_yauri,fd3e9436-e46e-4615-bb52-6265a6f94ea1,GUNGU?SARKI,Unimproved Well,water_source,unprotected_dug_well,fd3e9436-e46e-4615-bb52-6265a6f94ea1,Northwest
Poor Water Quality,,Yabo gada,,,Stand Alone Water Point,1343563291158.jpg,No,10.84407124 4.73970493 179.1999969482422 5.0,False,Yauri,761,761,761.0,,No,1343563291158.jpg,water,Kebbi,kebbi_yauri,8207ad67-b61a-4652-89b9-baff5aea705a,Yelwa north,Unimproved Well,water_source,protected_dug_well,8207ad67-b61a-4652-89b9-baff5aea705a,Northwest
Functional,,G Hosp yauri,,,Stand Alone Water Point,1343565312448.jpg,Yes,10.845125913619995 4.746463894844055 182.0 4.0,True,Yauri,761,761,761.0,Electric,No,1343565312448.jpg,water,Kebbi,kebbi_yauri,f282b41d-3ae3-476c-9cf2-477db17c2f1d,Yelwa north,Borehole,water_source,borehole_tube_well,f282b41d-3ae3-476c-9cf2-477db17c2f1d,Northwest
Poorly Constructed,,IKUM,,,Stand Alone Water Point,1343396965496.jpg,No,10.867002010345459 4.747461676597595 174.0 4.0,True,Yauri,761,761,761.0,Hand Pump,No,1343396965496.jpg,water,Kebbi,kebbi_yauri,6076780e-bae7-4318-ac76-62860df4ebc6,Tondi,Borehole,water_source,borehole_tube_well,6076780e-bae7-4318-ac76-62860df4ebc6,Northwest
