"","X","X_id","uuid","lga","state","zone","X_lga_id","gps","formhub_photo_id","unique_lga","photo","water_point_type","Classification","water_source_type","water_scheme_type","community","ward","is_improved","lift_mechanism","functional","breakdown","pay_for_water_yn","distribution_type"
"84262",84262,"83dffc64-5c7f-46a7-a0a4-1789f0da045a","83dffc64-5c7f-46a7-a0a4-1789f0da045a","Ofu","Kogi","North-Central",561,"7.3069703578948975 6.9838714599609375 187.0 4.0","1338207377875.jpg","kogi_ofu","1338207377875.jpg","Borehole",NA,"borehole_tube_well","water_source","AKPAGIDIGBO","OCHADAMU","Yes","Hand Pump","No","Mechanical Issue","No","Stand Alone Water Point"
"84263",84263,"590b9100-a8bb-4cbc-8bac-1db2b5c727b1","590b9100-a8bb-4cbc-8bac-1db2b5c727b1","Ofu","Kogi","North-Central",561,"7.23411352 6.92051619 152.10000610351563 5.0","1338298735246.jpg","kogi_ofu","1338298735246.jpg","Tap",NA,NA,"outlet","Ugwolawo","Ugwolawo 1","Yes","Tap (unknown lift)","Yes","Functional","Yes","Water Scheme, Source within 100m"
"84264",84264,"658e44ee-79ca-4007-be13-8695062f8ead","658e44ee-79ca-4007-be13-8695062f8ead","Ofu","Kogi","North-Central",561,"7.30915367603302 7.2891658544540405 294.0 4.0","1338040411482.jpg","kogi_ofu","1338040411482.jpg","Don't Know",NA,NA,"dk","Adupi igwu","Igp","No",NA,"No","Mechanical Issue","No",NA
"84266",84266,"63ffe861-2ffd-495d-8224-6a1c609a3277","63ffe861-2ffd-495d-8224-6a1c609a3277","Ofu","Kogi","North-Central",561,"7.33848928 7.06208024 282.70001220703125 5.0","1338386277144.jpg","kogi_ofu","1338386277144.jpg","Tap",NA,"borehole_tube_well","water_source","Allome","Ochadamu","Yes","Diesel","Yes","Functional","Yes","Stand Alone Water Point"
"84267",84267,"cf0b6975-59a6-47d3-a821-bae34628548f","cf0b6975-59a6-47d3-a821-bae34628548f","Ofu","Kogi","North-Central",561,"7.334763407707214 7.210872173309326 258.0 4.0","1338221586429.jpg","kogi_ofu","1338221586429.jpg","Tap",NA,NA,"outlet","Alobi","Igalla Ogba","Yes","Tap (unknown lift)","Yes","Functional","No","Water Scheme, Source within 100m"
"84268",84268,"118e8454-f7cc-463e-8b8e-461f616b088e","118e8454-f7cc-463e-8b8e-461f616b088e","Ofu","Kogi","North-Central",561,"7.3261213302612305 7.350218296051025 328.0 4.0","1337946380353.jpg","kogi_ofu","1337946380353.jpg","Tap",NA,NA,"outlet","Etiaja Onicha igo","Igo","Yes","Tap (unknown lift)","No","Mechanical Issue","Don't Know",NA
"84269",84269,"0838706b-b362-4951-8386-3eae9711caee","0838706b-b362-4951-8386-3eae9711caee","Ofu","Kogi","North-Central",561,"7.362765669822693 6.791144013404846 134.0 4.0","1338078567382.jpg","kogi_ofu","1338078567382.jpg","Unimproved Well",NA,"protected_dug_well","water_source","AJI-OKOPI","OFOKE","No","Manual","No","Dry Well","No","Stand Alone Water Point"
"84270",84270,"82cde89d-9136-4e1b-ac3a-0ad08a657025","82cde89d-9136-4e1b-ac3a-0ad08a657025","Ofu","Kogi","North-Central",561,"7.232893109321594 6.911730766296387 213.0 4.0","1338221996562.jpg","kogi_ofu","1338221996562.jpg","Borehole",NA,"borehole_tube_well","water_source","UGWOLAWO","UGWOLAWO I","Yes",NA,"No","Mechanical Issue","No","Stand Alone Water Point"
"84271",84271,"08ac516a-858f-4e00-92ab-a2dc92d8ba73","08ac516a-858f-4e00-92ab-a2dc92d8ba73","Ofu","Kogi","North-Central",561,"7.2334349155426025 7.310709357261658 279.0 4.0","1338122251117.jpg","kogi_ofu","1338122251117.jpg","Tap",NA,NA,"outlet","Emodeda","Ogbonicha","Yes","Tap (unknown lift)","No","Mechanical Issue","Don't Know","Water Scheme, Source within 100m"
"84272",84272,"4988a5ad-933b-4a91-bd5f-1787fc02a28a","4988a5ad-933b-4a91-bd5f-1787fc02a28a","Ofu","Kogi","North-Central",561,"7.30868293 6.78078218 122.5999984741211 5.0","1337950320987.jpg","kogi_ofu","1337950320987.jpg","Tap",NA,NA,"outlet","Ojuwocha","Ugwolawo 2","Yes","Tap (unknown lift)","Yes","Functional","Yes","Water Scheme, Source within 100m"
"84273",84273,"5255df57-c90e-44ba-9247-02f38aa485d5","5255df57-c90e-44ba-9247-02f38aa485d5","Ofu","Kogi","North-Central",561,"7.24581761 6.93153444 139.5 5.0","1338299754267.jpg","kogi_ofu","1338299754267.jpg","Borehole",NA,"borehole_tube_well","water_source","Ugwolawo","Ugwolawo 1","Yes","Hand Pump","No","Mechanical Issue","No","Stand Alone Water Point"
"84275",84275,"140d5721-e23e-4c14-8813-ac9121ef9ab6","140d5721-e23e-4c14-8813-ac9121ef9ab6","Ofu","Kogi","North-Central",561,"7.410449981689453 6.904048919677734 156.0 4.0","1338301782960.jpg","kogi_ofu","1338301782960.jpg","Don't Know",NA,NA,"dk","OJODU","ALOJI","No",NA,"No","Don't Know","No",NA
"84276",84276,"f05cc5fc-bae2-4abf-906c-c1e6642ddf94","f05cc5fc-bae2-4abf-906c-c1e6642ddf94","Ofu","Kogi","North-Central",561,"7.327553629875183 7.349300980567932 365.0 4.0","1337945482260.jpg","kogi_ofu","1337945482260.jpg","Tap",NA,NA,"outlet","Etiaja Onicha Igo","Igo","Yes","Tap (unknown lift)","No","Don't Know","No","Water Scheme, Source within 100m"
"84278",84278,"11c8dff4-a41c-4867-9c97-cd26ff7c7ca8","11c8dff4-a41c-4867-9c97-cd26ff7c7ca8","Ofu","Kogi","North-Central",561,"7.230420112609863 6.912481784820557 190.0 4.0","1338221645707.jpg","kogi_ofu","1338221645707.jpg","Tap",NA,"borehole_tube_well","water_source","UGWOLAWO","UGWOLAWO I","Yes","Electric","Yes","Functional","No","Stand Alone Water Point"
"84279",84279,"b1990c8f-1e66-4992-91b0-b3487449e3e6","b1990c8f-1e66-4992-91b0-b3487449e3e6","Ofu","Kogi","North-Central",561,"8.26926127 5.57540577 342.1000061035156 5.0","1342019485860.jpg","kogi_ofu","1342019485860.jpg","Borehole",NA,"borehole_tube_well","water_source","OKOTO","ODO ERI","Yes","Hand Pump","Yes","Functional","No","Stand Alone Water Point"
"84280",84280,"ef3f0f60-a35a-450d-b93f-53c51ebc984d","ef3f0f60-a35a-450d-b93f-53c51ebc984d","Ofu","Kogi","North-Central",561,"7.39159557 7.03291608 277.8999938964844 5.0","1338306722595.jpg","kogi_ofu","1338306722595.jpg","Tap",NA,NA,"outlet","Ochadamu","Ochadamu","Yes","Tap (unknown lift)","Yes","Functional","No","Water Scheme, Source within 100m"
"84281",84281,"1b0ffc17-d3f8-4b9c-9704-32e95b5ccc4e","1b0ffc17-d3f8-4b9c-9704-32e95b5ccc4e","Ofu","Kogi","North-Central",561,"7.420663833618164 7.000088095664978 275.0 4.0","1338306709508.jpg","kogi_ofu","1338306709508.jpg","Don't Know",NA,NA,"dk","OGBABO","ALOJIy","No",NA,"No","Under Construction","No",NA
"84282",84282,"8129fa07-508e-4e2f-8f98-51635a4323e7","8129fa07-508e-4e2f-8f98-51635a4323e7","Ofu","Kogi","North-Central",561,"7.41477627 7.08727175 405.0 5.0","1338043222877.jpg","kogi_ofu","1338043222877.jpg","Tap",NA,NA,"outlet","Okabo","Ochadamu","Yes","Tap (unknown lift)","Yes","Functional","Yes","Water Scheme, Source within 100m"
"84283",84283,"57d58573-c8e9-48ab-afe6-316401946dcd","57d58573-c8e9-48ab-afe6-316401946dcd","Ofu","Kogi","North-Central",561,"7.416420578956604 6.718053817749023 88.0 4.0","1338044268970.jpg","kogi_ofu","1338044268970.jpg","Don't Know",NA,NA,"dk","ITOBE","ITOBE","No",NA,"No","Don't Know","No",NA
"84288",84288,"d1b030f9-a1a4-43f1-8c8d-ea3e221ff51f","d1b030f9-a1a4-43f1-8c8d-ea3e221ff51f","Ofu","Kogi","North-Central",561,"7.416324019432068 6.718305945396423 79.0 4.0","1338044065666.jpg","kogi_ofu","1338044065666.jpg","Don't Know",NA,NA,"dk","ITOBE","ITOBE","No",NA,"No","Don't Know","No",NA
"84289",84289,"c602eef1-8126-43cd-891d-3282028c5c4c","c602eef1-8126-43cd-891d-3282028c5c4c","Ofu","Kogi","North-Central",561,"7.306964993476868 7.304384708404541 287.0 4.0","1338035010243.jpg","kogi_ofu","1338035010243.jpg","Tap",NA,NA,"outlet","ogbagebe","IGO","Yes","Tap (unknown lift)","No","Mechanical Issue","No","Water Scheme, Source within 100m"
"84290",84290,"3be652f7-9b54-4226-8801-e20c20987cc6","3be652f7-9b54-4226-8801-e20c20987cc6","Ofu","Kogi","North-Central",561,"7.304642200469971 7.308944463729858 269.0 4.0","1338032416933.jpg","kogi_ofu","1338032416933.jpg","Tap",NA,NA,"outlet","Ogbagebe","Igo","Yes","Tap (unknown lift)","No","Mechanical Issue","No","Water Scheme, Source within 100m"
